months_since_last_pymnt_d_last_credit_pull_d,months_since_issue_d_last_credit_pull_d,out_prncp_inv,grade,last_pymnt_amnt,dti,total_rev_hi_lim,total_rec_int,months_since_earliest_cr_line,revol_util,tot_cur_bal,verification_status,inq_last_6mths,credit_event
0,2,6108.72,C,217.72,36.5,50000,139.3,191,78.8,59113,Verified,0,0
1,2,11862.02,C,281.28,9.73,9500,119.42,147,93.8,244645,Verified,1,0
0,3,12647.34,C,453.61,16.08,25400,389.6,166,50.1,63628,Verified,1,0
0,8,10008.22,C,402.54,15.27,27450,817.54,39,26.0,13567,Verified,2,0
0,6,8079.28,D,333.31,22.22,33400,741.97,100,36.9,197232,Source Verified,1,0
0,12,29611.55,C,785.48,15.47,244300,3977.08,161,22.9,543912,Verified,0,0
1,2,0.0,B,20339.92,30.24,52400,327.71,206,54.8,454844,Verified,0,0
1,3,9513.4,B,318.79,10.06,13600,145.89,112,74.2,31096,Source Verified,0,0
0,12,29985.88,D,843.53,10.19,50700,5032.46,247,52.9,286900,Verified,0,0
0,11,17240.79,D,481.4,18.11,21700,2718.6,268,79.7,17291,Source Verified,1,0
0,5,10562.38,D,427.78,11.18,18100,801.14,56,43.0,35325,Not Verified,0,0
0,1,10944.66,C,378.35,25.9,12000,114.81,66,70.0,72202,Verified,0,0
0,8,19942.56,A,782.15,9.1,55600,1188.8,188,60.2,236750,Source Verified,0,0
0,5,10464.26,A,366.37,26.79,28300,287.79,347,48.5,196317,Not Verified,0,0
0,2,33271.92,B,1099.69,1.17,175400,447.44,255,16.7,295848,Verified,1,0
0,3,12867.44,D,330.47,37.24,18000,533.74,302,50.8,41160,Verified,0,0
1,9,4014.07,B,161.32,13.91,16300,301.85,364,50.0,66296,Source Verified,0,0
0,3,23748.91,A,774.91,19.1,10900,278.56,273,86.9,478208,Verified,0,0
0,7,6736.95,D,283.44,18.94,18500,713.67,287,64.4,34202,Verified,1,0
1,3,33453.05,D,1223.77,20.65,44800,870.24,293,29.1,376485,Source Verified,1,0
0,3,7605.01,B,251.36,35.47,20000,109.54,259,42.8,31232,Not Verified,3,0
1,3,12358.13,B,408.46,8.66,25100,169.14,197,31.8,30201,Source Verified,1,0
0,4,21985.16,B,509.48,29.0,53100,836.01,361,85.1,223113,Not Verified,0,0
1,10,5658.85,C,243.75,21.74,41000,647.27,74,28.7,16631,Source Verified,1,0
0,5,19419.49,F,574.27,22.22,94900,1863.79,168,58.1,656077,Verified,3,0
0,7,4287.42,D,183.12,4.91,7200,489.22,157,48.4,394294,Verified,0,0
1,6,8709.3,B,325.0,16.22,30890,330.32,330,31.2,42970,Not Verified,1,0
0,6,3455.6,D,139.86,15.02,18700,287.82,115,28.2,25319,Not Verified,2,0
0,2,14563.26,B,475.8,11.17,40500,114.06,146,47.6,324185,Not Verified,1,0
0,10,6763.02,B,290.37,18.13,21900,661.72,128,40.7,245928,Verified,0,0
0,3,34263.36,F,1043.37,13.47,64300,1397.31,199,43.9,589755,Source Verified,3,0
0,7,10008.22,C,402.54,25.49,9300,847.43,127,31.2,49489,Not Verified,1,0
1,12,7367.71,C,340.13,33.64,13100,1101.55,154,71.0,177434,Not Verified,2,0
0,9,13290.97,C,335.87,8.89,19300,1303.56,177,60.9,11759,Verified,0,0
0,10,1515.84,C,66.71,15.21,156300,174.74,161,54.3,594026,Not Verified,1,0
0,3,16656.81,A,563.15,14.86,29100,330.48,216,22.8,144211,Verified,1,0
1,2,16045.19,E,438.85,22.45,20600,245.96,141,79.6,173539,Source Verified,0,0
1,6,5302.32,C,203.12,7.28,20200,313.48,532,25.7,5190,Verified,1,0
0,12,11468.28,D,559.28,12.84,13900,2165.78,183,66.8,424406,Source Verified,2,0
0,4,31679.04,B,1154.66,12.84,49800,1241.63,149,79.9,387074,Verified,1,0
0,9,13560.96,A,531.86,11.67,25900,808.39,360,87.3,262053,Not Verified,0,0
0,11,17400.88,C,468.17,27.07,57400,2394.47,178,58.2,305021,Verified,1,0
-1,-1,0.0,D,1208.22,16.03,6000,7.19,117,79.1,14546,Not Verified,0,0
0,11,1439.9,B,62.84,2.34,8400,130.23,126,40.4,3393,Not Verified,1,0
0,1,5845.91,A,180.69,22.69,38200,24.83,286,20.9,17073,Not Verified,0,0
0,6,4276.34,B,163.67,25.08,5700,252.25,71,91.0,16519,Source Verified,0,0
1,8,15392.79,B,354.3,6.1,63600,864.23,201,47.5,286705,Verified,2,0
0,7,9249.41,E,256.94,23.34,25400,1027.38,189,85.9,70531,Source Verified,0,0
0,1,7812.05,B,262.75,23.07,8800,64.83,116,9.7,38103,Verified,0,0
1,8,9964.38,B,392.81,18.32,32400,706.72,146,39.4,354195,Not Verified,0,0
0,12,3951.01,B,185.98,11.51,11000,579.04,72,52.3,5755,Source Verified,1,0
0,7,6004.89,C,241.53,24.65,49800,490.52,222,61.8,259884,Source Verified,1,0
1,11,12543.81,C,552.0,29.81,45200,1502.51,241,48.9,36475,Not Verified,0,0
0,1,0.0,C,12284.96,11.45,50100,265.85,174,27.2,18789,Not Verified,2,0
0,5,11724.89,C,279.9,12.12,41600,615.86,226,25.7,158257,Not Verified,0,0
0,11,9720.64,C,448.97,19.05,33900,1449.29,89,41.3,78691,Not Verified,1,0
1,11,6708.98,A,281.58,10.87,11400,520.84,197,43.0,90675,Source Verified,0,0
0,2,29221.73,B,637.27,18.48,60708,479.62,243,92.0,204020,Verified,1,0
0,11,18391.29,C,481.37,16.36,10600,2173.89,189,67.6,191672,Source Verified,2,0
0,6,4292.39,C,167.73,19.9,4000,291.72,275,16.0,105461,Not Verified,3,0
0,3,8399.41,D,314.69,27.8,30000,323.97,211,74.7,22421,Verified,3,0
0,2,21365.12,C,492.61,21.25,41600,432.88,141,57.1,56303,Source Verified,0,0
0,3,9236.11,A,305.31,23.6,17900,143.37,163,7.3,26768,Not Verified,0,0
0,9,6152.42,A,246.73,15.38,11000,366.84,104,23.4,32197,Source Verified,0,0
0,12,3519.07,B,164.74,20.16,19000,492.77,90,55.0,35863,Verified,2,0
0,8,11539.0,B,439.88,8.73,19400,611.8,179,76.2,186995,Not Verified,0,0
0,3,8846.23,E,346.08,20.62,4000,421.49,85,87.2,40419,Verified,0,0
1,10,11631.24,D,313.45,18.82,19100,1429.74,173,79.2,44857,Verified,0,0
0,3,13557.9,B,477.92,10.28,19800,347.08,164,52.2,211729,Source Verified,1,0
0,2,33264.56,A,1095.0,22.71,119500,439.22,448,28.8,306130,Verified,0,0
0,10,22274.76,E,646.32,19.4,10000,3711.79,154,42.5,49534,Source Verified,0,0
0,6,24748.0,E,712.04,13.23,18300,2633.84,143,61.9,284324,Source Verified,1,0
0,1,17754.32,A,364.03,17.06,23300,110.46,411,52.0,158384,Verified,0,0
1,2,10865.49,C,244.97,14.9,14000,103.1,200,34.9,173673,Not Verified,0,0
0,2,17628.06,E,461.9,22.2,36700,533.37,190,74.1,51553,Source Verified,1,0
0,2,16608.91,C,569.45,24.2,33200,154.58,157,67.4,82364,Source Verified,1,0
0,7,20408.34,E,582.75,21.01,5100,2438.73,165,97.3,43656,Source Verified,1,0
0,6,8498.41,B,314.2,28.72,16900,374.52,152,88.9,44417,Source Verified,0,0
1,9,6906.3,B,271.78,16.65,4300,426.61,122,51.7,176920,Source Verified,0,0
4,8,0.0,C,3392.12,25.03,15500,147.44,132,98.0,161589,Not Verified,2,0
1,12,7199.74,A,314.25,19.76,17400,651.94,121,19.0,7213,Not Verified,0,0
0,7,7392.09,A,277.45,14.79,16100,330.8,93,20.1,210678,Not Verified,1,0
1,3,20509.56,D,531.67,25.08,83700,757.27,248,58.1,278755,Not Verified,0,0
0,3,32388.28,A,1095.0,15.89,51100,642.6,263,71.8,240965,Source Verified,0,0
0,11,6848.1,A,292.19,15.41,43000,455.76,402,33.0,370421,Source Verified,1,0
0,12,10315.75,D,294.96,24.64,12600,1833.28,130,55.9,29508,Source Verified,0,0
0,9,8485.43,C,370.82,13.92,23400,1064.06,91,37.1,13084,Source Verified,0,0
0,6,0.0,C,25766.84,13.65,3000,1863.85,266,38.1,374095,Source Verified,0,0
1,12,20404.64,B,503.93,22.64,60200,1922.56,241,76.9,274257,Source Verified,0,0
0,4,13448.8,A,451.73,11.44,39300,251.29,150,77.5,48519,Not Verified,1,0
0,3,8340.55,B,286.92,27.18,7500,189.85,87,95.6,25371,Verified,0,0
0,3,26854.35,B,570.16,19.83,58000,539.38,228,68.7,72032,Not Verified,0,0
0,6,11988.09,B,461.87,25.95,19800,750.34,179,76.4,107704,Not Verified,1,0
0,4,19055.22,C,465.27,11.38,24600,877.44,210,91.7,58442,Source Verified,2,0
0,10,14834.43,A,625.72,12.45,18400,1157.41,148,80.0,415034,Source Verified,1,0
4,8,33879.3,D,880.61,36.49,62400,1486.97,300,79.8,119135,Verified,0,1
1,8,6476.82,B,255.33,21.63,13900,459.37,186,72.5,173956,Source Verified,0,0
0,9,6147.28,A,245.85,19.43,22900,353.99,77,35.6,15078,Source Verified,0,0
1,7,23094.8,B,550.2,23.86,29000,1379.99,170,53.0,135625,Source Verified,0,0
0,11,17762.81,E,519.55,22.28,18000,3232.03,329,33.4,16607,Source Verified,1,0
1,10,10777.98,D,298.17,34.53,10000,1438.86,181,65.7,39042,Source Verified,0,0
0,6,23399.86,C,594.89,16.98,36700,1751.42,202,50.2,247543,Verified,0,0
6,7,0.0,A,35370.05,12.17,69700,341.82,327,60.3,528632,Verified,0,0
0,2,24368.16,B,543.44,14.72,76100,424.51,171,25.5,35911,Not Verified,1,0
1,6,6105.18,B,219.94,13.65,41900,223.58,184,84.8,321938,Source Verified,0,0
1,3,9148.9,B,316.71,22.67,12400,170.02,291,93.4,29389,Verified,1,0
0,6,16417.97,E,745.44,20.16,11400,1716.15,176,9.0,37145,Source Verified,0,0
0,7,13538.27,A,303.36,15.38,42600,655.21,200,72.6,367513,Not Verified,0,0
0,9,15248.3,E,698.62,27.45,13600,2563.14,114,25.1,53572,Verified,1,0
2,4,0.0,C,11884.66,16.77,38700,278.74,218,30.5,20662,Verified,1,0
0,12,8723.4,B,389.98,10.79,7300,1006.19,370,50.7,213475,Not Verified,1,0
0,9,13974.33,A,538.55,4.87,60000,687.05,171,72.9,49844,Verified,0,0
0,1,24464.89,D,1160.0,29.39,86400,303.23,291,42.0,100391,Not Verified,0,0
0,9,32023.95,E,917.97,29.37,57800,4352.64,137,74.5,216170,Verified,0,0
0,11,9160.49,D,258.42,19.75,10300,1524.97,97,92.3,82492,Source Verified,0,0
0,10,30718.47,C,814.21,25.99,19000,3642.94,372,87.7,520140,Verified,1,0
3,4,0.0,A,15134.79,4.75,52800,128.21,205,12.6,188065,Source Verified,0,0
0,7,9813.84,A,361.38,20.07,53100,339.95,257,7.6,41753,Not Verified,0,0
0,3,11108.23,B,377.04,14.11,25500,228.44,206,44.6,37117,Source Verified,1,0
0,12,6976.24,B,320.29,20.7,329700,809.18,273,84.1,1193003,Source Verified,0,0
0,10,7426.49,A,308.41,11.01,15700,506.75,129,63.7,588819,Not Verified,0,0
0,7,16297.63,F,483.24,24.45,17400,2137.55,153,70.3,45184,Verified,0,0
1,3,19494.53,B,434.75,10.21,54800,351.82,330,56.2,320815,Not Verified,0,0
1,10,5020.83,B,204.23,14.57,7600,355.95,43,80.1,15642,Not Verified,0,0
1,3,25772.74,C,605.16,13.47,23500,563.51,147,27.2,69615,Source Verified,1,0
5,8,0.0,F,34155.6,21.74,17900,1929.46,165,70.1,157161,Verified,1,0
0,9,27127.62,B,1115.77,8.4,50000,2151.72,439,57.8,28916,Verified,0,0
0,7,29789.19,E,1318.45,18.61,27000,3977.53,212,53.5,62602,Verified,4,0
1,8,22896.72,C,581.58,3.16,9100,1948.35,143,62.9,5721,Verified,0,0
0,7,9957.63,C,406.66,36.71,11625,895.0,133,71.0,66710,Verified,1,0
0,11,18469.11,E,913.84,27.8,27000,4040.74,138,92.3,203561,Verified,1,0
0,4,6330.75,B,229.14,33.54,25300,262.27,204,56.0,50785,Verified,0,0
0,7,12530.7,C,507.8,16.91,18450,1074.19,157,72.0,31154,Verified,1,0
0,7,2993.48,B,118.77,37.8,44600,220.26,223,96.3,176286,Not Verified,1,0
0,2,4303.9,D,159.44,17.45,6400,116.57,140,60.8,60611,Source Verified,0,0
1,9,0.0,C,4253.53,32.07,6300,462.54,175,68.7,15673,Source Verified,0,0
0,6,4146.67,D,167.84,0.57,6200,345.38,171,2.8,176,Source Verified,0,0
0,1,12870.71,A,409.15,19.65,39500,69.21,227,75.1,68744,Source Verified,0,0
1,7,0.0,E,15982.28,17.01,7800,1845.28,130,47.9,19233,Source Verified,1,0
0,12,5256.02,B,243.74,16.75,23800,676.53,95,20.0,98341,Verified,1,0
0,12,15254.21,B,370.78,14.27,21200,1315.45,161,68.0,76273,Source Verified,0,0
1,6,14787.69,F,457.79,30.29,51900,1574.43,221,59.5,159671,Verified,1,0
1,11,22166.01,A,921.93,6.82,301800,1455.79,453,1.1,610738,Verified,0,0
0,2,2854.01,B,95.64,27.37,25400,43.0,52,32.2,21511,Not Verified,0,0
0,2,17111.26,B,565.56,24.89,27400,234.2,185,78.3,178634,Not Verified,2,0
0,7,4190.77,C,172.48,14.84,25800,394.06,238,75.8,34989,Source Verified,3,0
6,7,0.0,C,100.64,31.65,24100,29.61,153,58.4,36736,Not Verified,0,1
0,12,11044.77,D,543.39,25.71,17100,2201.39,173,83.8,19217,Verified,0,0
0,1,9877.52,C,252.37,20.44,14800,123.23,93,78.8,33022,Not Verified,1,0
0,8,14414.97,B,573.83,21.62,41500,996.44,110,43.5,239795,Source Verified,0,0
6,8,0.0,E,373.09,23.47,11400,215.96,214,54.9,145113,Source Verified,0,1
0,3,14436.64,B,330.12,15.66,17200,417.39,337,72.0,43270,Verified,1,0
8,10,0.0,A,15306.68,13.97,25200,237.58,226,37.7,241301,Source Verified,2,0
0,7,0.0,A,10845.08,23.89,28300,447.59,145,32.0,225629,Source Verified,0,0
1,5,11423.4,C,275.07,30.54,34000,505.91,180,55.2,154137,Not Verified,0,0
1,7,18753.2,B,425.16,33.5,43700,883.37,128,36.7,110567,Source Verified,0,0
0,7,13941.43,E,380.4,11.12,18700,1384.25,148,62.8,11747,Verified,0,0
0,8,16286.77,C,424.92,15.0,20600,1671.48,230,76.1,183969,Not Verified,1,0
0,3,3715.07,D,142.6,17.11,10600,158.68,82,65.6,66394,Verified,1,0
0,6,14475.06,E,403.95,10.88,19100,1227.87,322,9.8,8814,Source Verified,3,0
1,3,26558.64,A,843.22,23.57,63500,236.8,203,38.6,441962,Source Verified,0,0
0,10,5523.27,D,251.75,30.95,18800,834.53,280,46.6,26374,Source Verified,0,0
0,9,794.16,D,35.43,11.61,36800,112.11,108,64.9,213326,Not Verified,1,0
0,11,22262.45,D,1048.65,14.4,34400,3745.63,254,88.0,183139,Verified,1,0
0,4,14860.07,C,612.06,32.39,37900,599.81,202,91.4,137336,Verified,1,0
0,4,7248.98,C,266.83,32.51,17400,346.34,151,74.2,33041,Source Verified,0,0
0,7,0.0,D,7688.96,16.92,10800,769.6,240,64.4,100253,Verified,0,0
0,3,33724.52,C,790.82,32.35,44200,1072.3,137,98.6,164267,Verified,0,0
0,5,19672.77,B,462.17,22.06,48300,923.92,179,38.3,112023,Source Verified,0,0
0,12,10548.92,E,326.61,30.83,29200,2379.16,148,39.1,49621,Source Verified,0,0
1,4,11508.99,B,244.36,26.95,61000,231.16,222,51.0,363956,Not Verified,0,0
0,5,18840.54,D,492.23,13.2,44000,1330.52,161,50.6,271537,Verified,1,0
1,5,13576.71,B,494.86,23.19,12300,546.54,109,77.4,134062,Verified,0,0
1,5,22085.25,C,531.8,35.93,135800,978.09,431,38.9,135442,Not Verified,0,0
0,3,11681.17,C,285.64,23.87,14400,418.39,255,72.4,283306,Not Verified,1,0
1,11,29017.69,D,813.75,31.86,44300,4343.37,266,42.3,89036,Verified,1,0
1,5,909.19,C,34.5,20.78,0,46.38,202,,218171,Not Verified,0,0
1,11,15192.89,A,627.28,22.47,26800,951.13,132,90.0,38209,Verified,0,0
1,6,17505.95,B,628.39,17.48,100300,629.72,340,27.5,233564,Verified,0,0
0,10,9326.98,B,387.15,22.59,36900,836.04,190,11.4,63259,Verified,2,0
0,10,13296.93,E,382.31,22.5,8300,2136.89,144,86.1,69369,Source Verified,0,0
0,5,18772.31,C,451.9,7.65,18900,1017.71,168,70.1,201064,Source Verified,0,0
0,6,13052.58,E,356.14,19.63,33000,1211.13,132,64.7,379913,Source Verified,0,0
0,4,5978.79,D,259.2,12.19,8300,252.1,57,42.8,11639,Source Verified,0,0
0,2,23477.06,D,590.68,15.26,36800,625.32,193,81.0,205741,Not Verified,3,0
0,2,19537.32,C,468.8,14.92,85600,459.0,362,49.1,479477,Source Verified,5,0
0,6,23021.61,B,531.06,13.97,43300,1180.22,274,37.6,286799,Source Verified,0,0
0,2,22780.96,A,732.74,22.18,67500,238.12,195,64.8,121126,Verified,0,0
0,3,5458.0,C,203.12,20.13,15100,183.47,140,16.6,73108,Verified,1,0
0,3,9440.06,C,346.86,5.01,7500,202.15,335,98.5,8305,Verified,2,0
0,5,26294.46,D,704.49,10.77,59900,1978.74,132,56.2,391809,Not Verified,0,0
1,5,8910.24,C,338.05,5.67,8000,454.46,109,0.0,14439,Source Verified,0,0
10,12,0.0,B,3975.08,13.87,12600,100.51,399,63.8,102291,Source Verified,1,0
1,4,24113.99,C,590.17,21.81,66990,884.15,328,56.0,70268,Source Verified,2,0
0,5,0.0,A,27286.45,7.47,65900,981.55,329,44.7,394792,Verified,0,0
0,2,6151.67,C,216.06,23.41,11800,129.28,161,27.5,306440,Source Verified,0,0
0,7,12510.23,C,503.18,13.39,32600,1011.34,118,32.1,79730,Source Verified,0,0
0,11,10217.27,B,461.27,17.23,41000,1282.34,148,18.7,198104,Verified,2,0
1,3,11296.25,F,330.77,3.97,8700,442.46,48,48.6,4765,Source Verified,0,0
0,8,12320.2,A,462.41,28.05,41800,551.33,116,26.4,62108,Source Verified,1,0
0,5,9343.26,B,212.43,28.62,19000,399.86,119,70.6,87383,Not Verified,1,0
0,5,24372.55,A,843.22,19.24,126200,580.37,314,26.6,492224,Source Verified,1,0
0,9,18970.64,A,938.57,22.86,85500,1431.41,245,50.0,310991,Source Verified,0,0
0,7,12455.5,B,518.42,34.53,21500,910.82,255,46.9,54929,Source Verified,0,0
1,8,16436.58,C,406.71,21.76,25000,1251.83,218,54.3,114712,Verified,0,0
0,4,18951.7,C,451.9,18.67,32200,816.54,114,57.0,34440,Verified,0,0
0,10,12934.19,C,575.51,12.23,5800,1664.11,197,63.7,11667,Source Verified,0,0
0,12,8409.67,B,389.98,11.97,15500,1075.44,243,30.1,39549,Not Verified,0,0
0,8,9580.95,B,377.04,13.7,8100,591.82,137,13.8,80899,Not Verified,0,0
1,8,10905.5,D,458.81,37.0,9800,1137.4,442,59.4,28724,Verified,0,0
0,6,19806.78,F,591.88,11.77,13000,2331.24,57,47.0,87931,Verified,3,0
0,6,17616.42,B,659.81,7.76,8200,889.85,169,7.7,74711,Verified,0,0
0,5,4410.23,C,166.77,30.7,8000,237.25,218,63.4,18065,Not Verified,0,0
1,11,7579.39,C,333.53,20.63,46800,907.86,312,71.7,206523,Verified,0,0
0,11,14841.64,D,699.1,24.44,9500,2497.1,174,77.6,167199,Verified,0,0
0,2,3805.35,B,127.52,11.8,18100,56.31,160,30.0,7120,Not Verified,0,0
0,12,23504.75,B,601.7,16.65,38300,2692.51,166,96.0,293144,Source Verified,0,0
0,8,12201.62,E,337.0,19.7,29500,1360.61,166,42.9,114583,Not Verified,3,0
1,2,9772.02,C,337.81,14.53,4700,95.19,157,86.9,156183,Source Verified,3,0
1,4,27770.6,B,942.59,6.29,13000,584.74,502,78.9,159326,Source Verified,0,0
0,2,16172.91,C,572.59,20.34,30900,355.68,143,27.3,38647,Not Verified,1,0
0,3,19283.25,C,458.45,7.51,17550,643.79,161,27.0,119453,Verified,3,0
0,5,33373.79,F,1027.1,35.52,73400,3532.37,254,96.0,167593,Verified,0,0
1,12,9524.31,C,434.22,24.67,17300,1278.36,94,66.1,115316,Not Verified,0,0
0,5,9074.91,C,338.54,17.79,32175,447.57,189,95.0,329090,Verified,4,0
0,5,4418.58,C,172.63,16.07,4500,260.88,138,81.6,79194,Source Verified,1,0
0,12,3883.39,A,175.98,6.2,13400,390.05,136,40.4,5412,Not Verified,0,0
0,9,14682.67,D,397.48,39.81,50100,1697.66,226,58.1,49637,Source Verified,1,0
1,5,9019.34,B,318.79,28.39,49100,284.31,111,17.4,63420,Not Verified,0,0
0,4,4931.2,A,165.64,29.0,17200,89.7,219,54.1,40472,Source Verified,0,0
1,7,9752.44,A,356.46,12.0,18000,386.56,92,40.8,11498,Source Verified,0,0
0,2,3904.25,B,129.05,4.57,11100,31.08,115,48.3,189021,Verified,0,0
0,5,12107.4,B,264.72,24.85,19400,425.09,139,40.7,122603,Not Verified,0,0
0,2,13288.88,A,432.17,23.5,34500,138.78,204,74.1,34055,Not Verified,0,0
0,12,8466.56,B,398.52,26.79,60500,1232.81,160,58.7,86785,Source Verified,1,0
0,3,6036.02,B,212.78,11.03,19100,166.42,246,89.7,256293,Source Verified,1,0
1,8,3461.66,B,131.97,24.1,20300,181.63,194,55.3,224710,Not Verified,0,0
1,11,20794.25,A,863.54,14.68,26000,1418.89,357,67.7,298387,Source Verified,0,0
0,1,4810.65,C,163.56,7.56,3200,45.93,195,78.7,14668,Source Verified,1,0
0,1,9765.07,B,328.43,23.97,11500,81.03,228,63.8,123141,Verified,0,0
1,12,12711.88,B,308.98,18.02,55700,1103.44,341,16.0,91896,Verified,0,0
0,4,12152.39,A,422.36,17.36,31000,327.04,275,56.0,39259,Source Verified,1,0
0,1,8300.31,B,295.06,17.33,26800,84.77,256,22.8,18115,Source Verified,0,0
0,10,8199.9,A,344.15,15.97,19900,636.58,202,78.3,20239,Not Verified,1,0
1,12,10744.64,A,463.09,15.81,53700,826.98,466,57.4,60518,Source Verified,0,0
0,5,21751.12,B,782.35,26.38,44500,778.34,352,64.9,373172,Not Verified,0,0
0,8,19942.56,A,782.15,11.87,29100,1188.8,366,65.6,238622,Source Verified,0,0
0,7,16630.61,B,659.81,16.42,35300,1236.47,334,94.5,451777,Source Verified,0,0
1,8,13642.29,B,326.07,14.0,18300,915.62,141,46.6,263879,Source Verified,0,0
0,6,15331.8,B,573.83,9.99,12900,756.44,227,34.9,13510,Verified,1,0
1,2,9881.37,C,228.46,9.4,23000,102.51,207,20.2,19885,Not Verified,0,0
0,5,4585.34,D,185.08,18.26,15000,375.81,172,84.4,23876,Source Verified,1,0
0,3,4633.64,B,159.4,19.39,15900,106.75,200,52.3,23867,Source Verified,0,0
0,10,3569.86,A,149.94,4.02,21600,227.52,207,25.8,45992,Not Verified,0,0
0,3,16441.69,D,623.56,26.31,37700,696.19,141,48.9,228879,Source Verified,0,0
0,3,24061.06,B,550.2,37.62,141200,671.63,325,38.2,395661,Not Verified,0,0
1,5,10802.13,A,375.43,15.42,39400,298.59,155,60.1,298131,Source Verified,0,0
0,8,17496.13,C,450.3,26.4,160972,1557.71,269,27.5,103653,Verified,1,0
0,2,23364.0,B,500.19,29.06,47600,352.15,198,37.9,396022,Not Verified,0,0
0,5,5242.49,A,185.98,18.36,17300,169.97,243,36.5,95767,Verified,1,0
0,1,11477.44,C,398.86,36.98,36900,112.47,138,49.2,25444,Source Verified,1,0
1,2,34271.08,E,1282.79,20.05,28400,480.02,239,45.0,34207,Verified,1,0
0,9,7500.36,B,316.71,29.94,14600,744.6,211,74.4,13775,Not Verified,0,0
0,3,24209.6,E,651.14,22.73,34300,1133.94,133,64.4,307855,Not Verified,0,0
1,3,34290.61,E,911.59,12.89,28100,1039.16,136,26.2,301010,Verified,0,0
0,8,5658.35,C,233.48,23.78,5400,528.57,138,70.2,247544,Not Verified,0,0
0,12,17007.01,C,461.85,20.7,58700,2534.03,196,13.4,487772,Source Verified,1,0
0,2,23418.47,C,541.05,39.35,72200,483.78,360,62.3,288208,Verified,0,0
0,12,6984.92,B,332.1,33.49,40900,1027.35,220,93.4,118440,Not Verified,0,0
0,2,34067.48,C,799.59,19.22,42800,738.64,157,16.1,76863,Source Verified,0,0
0,2,9709.64,B,329.08,10.83,10500,162.14,247,95.8,161310,Source Verified,0,0
1,6,10364.1,C,391.9,17.2,54300,565.58,216,57.7,285242,Not Verified,4,0
1,3,27565.3,C,972.81,14.29,13000,585.87,130,98.0,277511,Source Verified,0,0
0,11,28917.04,D,1050.0,13.28,30300,5268.42,247,63.2,187245,Verified,1,0
0,2,2052.12,C,70.94,31.81,5500,21.52,158,95.5,81851,Verified,1,0
0,10,17317.54,B,424.85,26.31,70300,1554.94,288,50.4,257550,Source Verified,1,0
1,2,0.0,B,12164.4,20.2,23900,158.29,173,54.1,424831,Not Verified,1,0
0,6,4281.42,B,164.96,25.45,4500,267.98,84,61.8,30055,Source Verified,1,0
0,1,5851.73,A,187.72,13.6,22000,36.82,239,58.7,201615,Verified,0,0
0,4,9104.45,D,349.65,26.61,8100,494.38,51,45.8,56368,Source Verified,1,0
0,3,31430.46,D,799.87,8.2,20500,1270.31,259,88.5,505421,Verified,0,0
1,11,30086.39,C,785.48,17.51,178500,3702.58,342,20.4,377839,Verified,0,0
0,12,3431.46,C,166.38,38.38,23100,618.03,112,78.8,43293,Not Verified,0,0
0,10,15544.95,B,645.25,25.98,34800,1330.0,167,65.6,864087,Source Verified,0,0
0,8,7251.71,D,329.73,35.96,12000,960.86,129,15.2,25388,Verified,0,0
0,5,8316.5,D,333.31,38.62,57500,615.4,212,76.5,101508,Not Verified,0,0
0,12,13929.66,E,423.82,26.75,15200,2997.73,227,15.8,198656,Not Verified,0,0
0,7,12497.43,C,500.3,13.11,17800,989.29,174,73.4,270216,Not Verified,0,0
0,8,0.0,D,11275.52,6.35,30800,1318.84,293,24.1,22460,Verified,0,0
0,4,8658.56,B,306.04,27.32,44532,277.83,191,68.0,386466,Not Verified,2,0
0,1,5859.04,B,197.06,17.72,14000,52.36,227,7.2,33888,Verified,0,0
0,7,16454.93,C,658.73,29.98,25800,1289.07,217,74.0,121361,Source Verified,0,0
0,7,21903.65,F,662.35,24.62,20600,3003.39,115,95.0,171310,Verified,1,0
0,2,13172.87,C,332.33,8.05,19900,295.39,191,65.8,26997,Source Verified,0,0
0,3,9247.05,A,309.97,6.73,18600,172.93,228,72.1,16277,Verified,0,0
0,7,8221.69,A,309.97,27.99,27800,383.41,269,42.5,23181,Source Verified,0,0
0,6,17462.49,A,616.54,15.36,55500,529.88,523,35.7,93623,Not Verified,1,0
0,7,21457.03,C,883.06,13.49,12400,2017.61,119,61.3,183012,Source Verified,0,0
5,10,0.0,C,4765.57,18.1,7100,274.29,73,38.6,18978,Not Verified,1,0
1,8,26834.97,C,681.61,8.95,19100,2283.47,264,66.0,17991,Verified,0,0
0,5,27058.01,B,956.37,19.91,39800,868.21,244,44.2,260475,Source Verified,0,0
2,9,0.0,B,13951.15,28.61,21800,1093.77,129,82.8,344390,Not Verified,1,0
1,3,11681.99,B,250.1,3.02,82100,176.08,120,10.5,8597,Not Verified,0,0
0,7,11573.34,D,481.65,25.52,60300,1146.0,197,78.0,241117,Not Verified,2,0
0,6,13514.61,A,491.69,29.48,20900,508.64,120,76.5,43572,Verified,0,0
0,12,5851.59,B,265.68,27.24,10900,763.41,317,70.6,133933,Not Verified,0,0
1,9,5757.15,A,229.5,16.15,51300,304.01,281,16.5,372950,Source Verified,0,0
0,2,22798.96,A,743.91,9.04,68500,219.02,93,38.8,36393,Verified,1,0
0,3,28641.25,C,1025.19,21.07,46900,668.31,146,21.7,50695,Verified,1,0
1,6,20995.45,A,750.86,6.77,56800,739.23,289,51.4,415694,Source Verified,0,0
